"archivo_original","linea","funcion","responsabilidad_legacy","modulo_destino","tipo_migracion","nueva_ubicacion","dependencias","eventos_dom","eventos_custom","supabase_objetivos","supabase_operaciones","relacion_modulos"
"js\dashboard\dashboard-consulta.js","139","renderSidebar","Utilidad y control de flujo","ADMIN DASHBOARD","React Hook","operations-platform/modules/admin-dashboard/src/hooks/use-render-sidebar.ts","","click","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","173","filterClientes","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/filter-clientes.ts","","","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","190","cargarClientes","Mapa, ruta y tracking","ADMIN DASHBOARD","Service Layer","operations-platform/services/supabase/src/admin/cargar-clientes.service.ts","Supabase Client; Supabase Query Builder","","","from:servicio","select","ADMIN DASHBOARD; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\dashboard-consulta.js","235","cargarServiciosPorCliente","Persistencia y consultas de datos","ADMIN DASHBOARD","Service Layer","operations-platform/services/supabase/src/admin/cargar-servicios-por-cliente.service.ts","Supabase Client; Supabase Query Builder","","","from:servicio","eq; order; select","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","251","renderPlacasAgrupadas","UI y experiencia de usuario","ADMIN DASHBOARD","React Hook","operations-platform/modules/admin-dashboard/src/hooks/use-render-placas-agrupadas.ts","","click","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","329","renderServicioCard","Utilidad y control de flujo","ADMIN DASHBOARD","React Component","operations-platform/modules/admin-dashboard/src/components/render-servicio-card.tsx","","","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","374","buildMetaItem","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/build-meta-item.ts","","","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","392","buildCustodiosListado","Utilidad y control de flujo","ADMIN DASHBOARD","React Component","operations-platform/modules/admin-dashboard/src/components/build-custodios-listado.tsx","","","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","407","configureFotosButton","Utilidad y control de flujo","ADMIN DASHBOARD","React Hook","operations-platform/modules/admin-dashboard/src/hooks/use-configure-fotos-button.ts","","click","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","439","buildSelfieItems","Mapa, ruta y tracking","ADMIN DASHBOARD","React Component","operations-platform/modules/admin-dashboard/src/components/build-selfie-items.tsx","Supabase Query Builder","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\dashboard-consulta.js","464","openSidebar","UI y experiencia de usuario","ADMIN DASHBOARD","React Component","operations-platform/modules/admin-dashboard/src/components/open-sidebar.tsx","","","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","468","closeSidebar","UI y experiencia de usuario","ADMIN DASHBOARD","React Component","operations-platform/modules/admin-dashboard/src/components/close-sidebar.tsx","","","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","474","syncResponsiveState","UI y experiencia de usuario","ADMIN DASHBOARD","Zustand Store","operations-platform/modules/admin-dashboard/src/stores/use-admin-store.ts","","change; click; input; resize","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","524","showFotosCustodia","Autenticacion y sesion","ADMIN DASHBOARD","React Hook","operations-platform/modules/admin-dashboard/src/hooks/use-show-fotos-custodia.ts","Timers","click; keydown","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\dashboard\dashboard-consulta.js","643","setupRealtime","Utilidad y control de flujo","ADMIN DASHBOARD","React Hook","operations-platform/modules/admin-dashboard/src/hooks/use-setup-realtime.ts","Supabase Client","beforeunload","","","","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","678","fetchCustodiosDetalle","Persistencia y consultas de datos","ADMIN DASHBOARD","Service Layer","operations-platform/services/supabase/src/admin/fetch-custodios-detalle.service.ts","Supabase Client; Supabase Query Builder","","","from:servicio_custodio","eq; order; select","ADMIN DASHBOARD"
"js\dashboard\dashboard-consulta.js","704","getSelfieSrc","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/get-selfie-src.ts","","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\guard.js","30","pathForRole","Autenticacion y sesion","ADMIN DASHBOARD","Utility Function","operations-platform/packages/auth/src/utils/path-for-role.ts","","","","","","ADMIN DASHBOARD"
"js\guard.js","45","hasRole","Utilidad y control de flujo","ADMIN DASHBOARD","Zustand Store","operations-platform/modules/admin-dashboard/src/stores/use-admin-store.ts","sessionStorage","","","","","ADMIN DASHBOARD"
"js\guard.js","56","checkGuard","Autenticacion y sesion","ADMIN DASHBOARD","Zustand Store","operations-platform/modules/admin-dashboard/src/stores/use-admin-store.ts","sessionStorage","DOMContentLoaded","","","","ADMIN DASHBOARD"
"js\lib\app-header.js","75","setupNavigation","Autenticacion y sesion","ADMIN DASHBOARD","Zustand Store","operations-platform/modules/admin-dashboard/src/stores/use-admin-store.ts","sessionStorage","","","","","ADMIN DASHBOARD"
"js\lib\app-header.js","108","resolveNavKey","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/resolve-nav-key.ts","","","","","","ADMIN DASHBOARD"
"js\lib\tracking-store.js","6","createServicioStore","Utilidad y control de flujo","ADMIN DASHBOARD","Zustand Store","operations-platform/modules/admin-dashboard/src/stores/use-admin-store.ts","","","","","","ADMIN DASHBOARD; TRACKING SYSTEM"
"js\lib\tracking-store.js","11","fetchLast","Mapa, ruta y tracking","ADMIN DASHBOARD","Service Layer","operations-platform/services/supabase/src/admin/fetch-last.service.ts","Supabase Query Builder","","","from:ubicacion","eq; maybeSingle; order; select","ADMIN DASHBOARD; MAP SYSTEM; TRACKING SYSTEM"
"js\lib\tracking-store.js","27","emit","Mapa, ruta y tracking","ADMIN DASHBOARD","React Component","operations-platform/modules/admin-dashboard/src/components/emit.tsx","Supabase Query Builder; Timers","","","","delete","ADMIN DASHBOARD; MAP SYSTEM; TRACKING SYSTEM"
"js\login\login.js","12","ensureSupabase","Autenticacion y sesion","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/ensure-supabase.ts","Supabase Client","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","30","goHome","Autenticacion y sesion","ADMIN DASHBOARD","React Hook","operations-platform/modules/admin-dashboard/src/hooks/use-go-home.ts","Supabase Query Builder; Timers","click; DOMContentLoaded; input; keydown","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","110","renderDots","Utilidad y control de flujo","ADMIN DASHBOARD","React Component","operations-platform/modules/admin-dashboard/src/components/render-dots.tsx","","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","116","appendDigit","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/append-digit.ts","","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","121","removeDigit","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/remove-digit.ts","","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","130","scheduleCheck","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/schedule-check.ts","Timers","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","140","runValidation","Autenticacion y sesion","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/run-validation.ts","","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","149","setChecking","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/set-checking.ts","","","","","","ADMIN DASHBOARD; ALARM SYSTEM; CUSTODIA MOBILE"
"js\login\login.js","154","isCurrent","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/is-current.ts","","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","158","shakeDots","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/shake-dots.ts","Timers","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","164","markError","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/mark-error.ts","","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","168","clearError","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/clear-error.ts","","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","259","validateUsuario","Autenticacion y sesion","ADMIN DASHBOARD","Service Layer","operations-platform/services/supabase/src/admin/validate-usuario.service.ts","sessionStorage; Supabase Client; Supabase Query Builder","","","from:usuario","eq; in; order; select","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\login\login.js","309","shakeAndClear","Utilidad y control de flujo","ADMIN DASHBOARD","Utility Function","operations-platform/packages/ui/src/utils/shake-and-clear.ts","Timers","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"modules\alarma\alarma.js","101","isMobileDevice","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/is-mobile-device.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","107","buildClientNotificationPayloadV2","Alarmas y check-in","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-build-client-notification-payload-v2.ts","Notification API","visibilitychange","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","186","log","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/log.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","192","warn","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/warn.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","197","error","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/error.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","203","tryVibrate","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/try-vibrate.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","219","clip","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/clip.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","226","startKey","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/start-key.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","230","panicKey","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/panic-key.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","263","normalizeEventType","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/normalize-event-type.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","269","normalizeServicioTipo","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/normalize-servicio-tipo.ts","","","","","","ADMIN DASHBOARD; ALARM SYSTEM"
"modules\alarma\alarma.js","278","normalizeEmpresa","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/normalize-empresa.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","283","normalizeUUID","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/normalize-uuid.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","289","sanitizePayload","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/sanitize-payload.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","331","validateRequired","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/validate-required.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","342","buildMetadataFromSanitized","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/build-metadata-from-sanitized.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","354","createEventRecord","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/create-event-record.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","372","normalizeRecord","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/normalize-record.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","401","expandEventRecord","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/expand-event-record.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","417","buildDbInsertPayload","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/build-db-insert-payload.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","452","coerceDbServicioTipo","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/coerce-db-servicio-tipo.ts","","","","","","ADMIN DASHBOARD; ALARM SYSTEM"
"modules\alarma\alarma.js","477","normalizeDbServicioTipoCandidate","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/normalize-db-servicio-tipo-candidate.ts","","","","","","ADMIN DASHBOARD; ALARM SYSTEM"
"modules\alarma\alarma.js","489","ensureSupabase","Persistencia y consultas de datos","ALARM SYSTEM","Zustand Store","operations-platform/modules/alarm-system/src/stores/use-alarm-store.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","494","loadQueue","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/load-queue.ts","localStorage","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","507","persistQueue","Utilidad y control de flujo","ALARM SYSTEM","Zustand Store","operations-platform/modules/alarm-system/src/stores/use-alarm-store.ts","localStorage","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","515","queueOffline","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/queue-offline.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","523","flushQueue","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/flush-queue.service.ts","Supabase Query Builder","","","from:alarm_event","insert","ALARM SYSTEM"
"modules\alarma\alarma.js","567","notify","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/notify.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","577","loadFlags","Utilidad y control de flujo","ALARM SYSTEM","Zustand Store","operations-platform/modules/alarm-system/src/stores/use-alarm-store.ts","localStorage","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","589","persistFlags","Persistencia y consultas de datos","ALARM SYSTEM","Zustand Store","operations-platform/modules/alarm-system/src/stores/use-alarm-store.ts","localStorage; Supabase Query Builder","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","598","ensureSW","Utilidad y control de flujo","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-ensure-sw.ts","Service Worker API","message","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","611","handleSWMessage","Alarmas y check-in","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-handle-swmessage.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","629","initBase","Persistencia y consultas de datos","ALARM SYSTEM","Zustand Store","operations-platform/modules/alarm-system/src/stores/use-alarm-store.ts","","online","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","644","initCustodia","Utilidad y control de flujo","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-init-custodia.ts","Notification API","","","","","ALARM SYSTEM; CUSTODIA MOBILE"
"modules\alarma\alarma.js","656","initAdmin","Utilidad y control de flujo","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-init-admin.ts","","","","","","ADMIN DASHBOARD; ALARM SYSTEM"
"modules\alarma\alarma.js","666","setupEscShortcuts","Utilidad y control de flujo","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-setup-esc-shortcuts.ts","","keydown","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","674","subscribe","Persistencia y consultas de datos","ALARM SYSTEM","Zustand Store","operations-platform/modules/alarm-system/src/stores/use-alarm-store.ts","","","","","delete","ALARM SYSTEM"
"modules\alarma\alarma.js","680","emit","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/emit.service.ts","Supabase Query Builder","","","from:alarm_event","insert; select; single","ALARM SYSTEM"
"modules\alarma\alarma.js","787","handlePostEmit","Alarmas y check-in","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-handle-post-emit.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","810","triggerPush","Persistencia y consultas de datos","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/trigger-push.service.ts","Fetch API; Notification API","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","924","normalisePushType","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/normalise-push-type.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","934","resolvePushAudience","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/resolve-push-audience.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","945","buildClientNotificationPayload","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/build-client-notification-payload.ts","Notification API","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","995","setupRealtimeChannel","Persistencia y consultas de datos","ALARM SYSTEM","Zustand Store","operations-platform/modules/alarm-system/src/stores/use-alarm-store.ts","Supabase Query Builder","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1021","resolveIncomingType","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/resolve-incoming-type.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1030","handleIncomingEvent","Alarmas y check-in","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-handle-incoming-event.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1072","highlightService","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/highlight-service.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1086","activatePanic","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/activate-panic.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1115","retryPanicAudioIfNeeded","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/retry-panic-audio-if-needed.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1129","ensureAudioCtx","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/ensure-audio-ctx.ts","Web Audio/Speech; window.Alarma","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1144","attachAlertPrimer","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/attach-alert-primer.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1179","autoRequestAlerts","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/auto-request-alerts.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1183","enableAlerts","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/enable-alerts.ts","Web Audio/Speech; window.Alarma","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1238","ensureAudioGesture","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/ensure-audio-gesture.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1245","primeAdminPermissions","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/prime-admin-permissions.ts","Notification API; Timers; Web Audio/Speech","","","","","ADMIN DASHBOARD; ALARM SYSTEM"
"modules\alarma\alarma.js","1280","registerActiveNode","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/register-active-node.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1288","cleanupNodes","Persistencia y consultas de datos","ALARM SYSTEM","Zustand Store","operations-platform/modules/alarm-system/src/stores/use-alarm-store.ts","","","","","delete","ALARM SYSTEM"
"modules\alarma\alarma.js","1302","flushActiveNodes","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/flush-active-nodes.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1315","nextSismateToken","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/next-sismate-token.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1320","isSismateActive","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/is-sismate-active.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1328","playSismateTone","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/play-sismate-tone.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1373","runSismateBlock","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/run-sismate-block.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1384","triggerSismateVibration","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/trigger-sismate-vibration.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1396","runSismateLoop","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/run-sismate-loop.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1412","startSismateAlarm","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/start-sismate-alarm.ts","Timers","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1446","stopSismateAlarm","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/stop-sismate-alarm.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1465","sendPanicAck","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/send-panic-ack.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1543","buildPanicPhrase","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/build-panic-phrase.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1548","speakPanicInterval","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/speak-panic-interval.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1557","cancelPanicSpeech","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/cancel-panic-speech.ts","Web Audio/Speech","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1563","speakSystemPhrase","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/speak-system-phrase.ts","Web Audio/Speech","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1591","playFallbackBeep","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/play-fallback-beep.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1612","silencePanicOutputs","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/silence-panic-outputs.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1619","sirenaOn","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/sirena-on.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1624","sirenaOff","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/sirena-off.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1628","tts","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/tts.ts","Web Audio/Speech","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1653","ensureModal","Autenticacion y sesion","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-ensure-modal.ts","","click","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1700","closePanicModal","UI y experiencia de usuario","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/close-panic-modal.tsx","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1708","openPanicModal","Alarmas y check-in","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/open-panic-modal.tsx","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1740","formatPanicLocation","Utilidad y control de flujo","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/format-panic-location.tsx","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1755","markPanicHandled","Utilidad y control de flujo","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-mark-panic-handled.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1763","formatTime","Utilidad y control de flujo","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/format-time.tsx","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1777","startVoiceRecognition","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/start-voice-recognition.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1779","stopVoiceRecognition","UI y experiencia de usuario","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/stop-voice-recognition.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1782","showToast","Autenticacion y sesion","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/show-toast.tsx","Timers","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1801","normalisePushRole","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/auth/src/utils/normalise-push-role.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1811","buildPushSubscriptionPayload","Autenticacion y sesion","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/build-push-subscription-payload.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1846","registerPush","Autenticacion y sesion","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/register-push.service.ts","localStorage; Notification API; Service Worker API; Supabase Query Builder","","","from:push_subscription","eq; select; single; upsert","ALARM SYSTEM"
"modules\alarma\alarma.js","1947","urlBase64ToUint8Array","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/url-base64-to-uint8-array.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1960","setLocation","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/set-location.ts","","","","","","ALARM SYSTEM"
